SatisfactionLevel,LastEvaluation,NumberProjects,AverageMonthlyHours,TimeSpentCompany,WorkAccident,PromotionLast5Years,Department,Salary,OverTime,Attrition
0.8679536656917277,0.4162069589293716,3.0,170.0,6.0,0.0,0.0,Sales,Low,Yes,Yes
0.3652821341786959,0.9200571036917886,5.0,307.0,2.0,0.0,0.0,Sales,Low,Yes,No
0.1830711658264288,0.5693701148466772,6.0,91.0,1.0,1.0,1.0,Sales,Medium,No,No
0.7373529633301205,0.9655375075476414,4.0,267.0,2.0,1.0,0.0,HR,Low,Yes,No
0.5092386112906518,0.2797508732934781,5.0,229.0,6.0,0.0,1.0,Support,High,No,Yes
0.1933774815907623,0.8934958867955882,3.0,204.0,4.0,1.0,1.0,Management,Medium,Yes,Yes
0.5846579090772022,0.7639943980591748,5.0,179.0,6.0,0.0,0.0,Technical,Low,No,No
0.101299218300106,0.8411951757715136,2.0,112.0,9.0,1.0,0.0,Sales,Medium,No,No
0.7319377926095499,0.6895945829808483,6.0,202.0,8.0,0.0,0.0,Support,Low,No,No
0.4125259966624857,0.2291507682539148,4.0,217.0,9.0,0.0,1.0,HR,Low,No,No
0.5645417259635187,0.0973686468615333,5.0,151.0,6.0,0.0,1.0,Management,Low,No,Yes
0.5909837281252683,0.9058339827220788,2.0,127.0,5.0,0.0,1.0,Support,Low,Yes,No
1.022367245002287,0.8219820844133917,5.0,255.0,6.0,1.0,1.0,Support,Low,No,Yes
0.8195293343710427,0.5465748075476111,6.0,284.0,9.0,0.0,0.0,Support,Medium,No,No
0.981313295761617,0.2043751528498096,6.0,150.0,4.0,1.0,1.0,Management,Low,No,Yes
0.9024685179692916,0.1753301743632876,2.0,218.0,2.0,1.0,1.0,HR,High,No,No
0.6061994245667209,0.7051479329172636,2.0,262.0,9.0,0.0,1.0,Sales,Low,No,No
0.901935930555332,0.4789350488520746,6.0,245.0,2.0,1.0,0.0,Technical,Low,No,No
0.210374945015173,0.3060214507582151,3.0,238.0,9.0,1.0,1.0,Management,Low,Yes,No
0.2580517244097727,0.5829546510706486,6.0,211.0,2.0,0.0,1.0,HR,Medium,No,No
0.3778305113616401,0.6176353497950469,4.0,102.0,9.0,1.0,0.0,HR,Low,Yes,No
0.4605363984485656,0.321876851396671,4.0,244.0,9.0,1.0,1.0,Technical,Low,No,No
0.3504823477161869,0.812179508210671,4.0,189.0,9.0,0.0,1.0,Technical,Medium,No,Yes
0.8553843416362278,0.4052623989830542,3.0,224.0,2.0,0.0,1.0,Sales,Low,No,Yes
0.383403601136652,0.4950147434148976,3.0,111.0,4.0,1.0,0.0,Sales,Low,No,Yes
0.3574326019749933,0.1305327793018053,6.0,163.0,7.0,1.0,0.0,Technical,Low,No,Yes
0.5971699940848487,0.2297409778664803,4.0,270.0,2.0,1.0,0.0,Management,Medium,Yes,No
0.2210193297854977,0.4364928579533512,3.0,296.0,1.0,0.0,0.0,Management,High,No,No
0.8755439915276265,0.5234894887863982,2.0,296.0,3.0,0.0,1.0,Support,Low,No,No
0.1201428617882466,0.6328171991228884,6.0,221.0,4.0,0.0,1.0,Sales,Low,No,No
0.944661825670003,0.431609727238009,5.0,112.0,8.0,1.0,0.0,Support,Low,Yes,No
0.2773859756029746,0.9140990468947938,5.0,159.0,2.0,1.0,1.0,Technical,Low,No,Yes
0.0736029782006812,0.7989228621275337,4.0,305.0,9.0,1.0,1.0,Management,Medium,No,No
0.8358504856158173,0.1451080794314757,5.0,173.0,2.0,1.0,0.0,Management,Low,No,No
0.7687813169997268,0.5548496275851678,4.0,190.0,5.0,0.0,0.0,Technical,High,No,Yes
0.7110739853749909,0.1788187061148152,2.0,173.0,4.0,1.0,0.0,Support,Low,No,Yes
0.8116861635330191,0.3494756469871204,5.0,293.0,7.0,1.0,0.0,Support,Medium,No,No
0.179924803863046,0.9816957723101978,6.0,250.0,8.0,1.0,1.0,HR,Low,No,No
0.4131154331859437,0.1979439668160182,4.0,117.0,5.0,0.0,0.0,Sales,Low,Yes,No
0.2073681165895728,0.5805008245481877,6.0,225.0,5.0,1.0,0.0,Support,Low,No,No
0.8878742504422487,0.6783095737806959,3.0,90.0,2.0,0.0,1.0,Technical,Low,No,No
0.6764957661462758,0.7124166453847613,4.0,254.0,8.0,0.0,1.0,Support,Low,Yes,No
0.3704473826007554,0.6345826786853556,5.0,152.0,2.0,0.0,1.0,Management,Medium,Yes,Yes
0.1926241954215425,0.0804687444417022,4.0,111.0,6.0,0.0,1.0,Sales,High,Yes,No
0.4097696650001162,0.40268660531943,6.0,159.0,8.0,0.0,1.0,HR,Low,No,No
0.4206530096696927,0.5192188651959168,2.0,214.0,6.0,1.0,0.0,Sales,Low,Yes,Yes
0.7082446394075795,0.1683216283841166,4.0,238.0,4.0,1.0,0.0,Management,Low,No,No
0.7043311162208583,0.3947335926842766,5.0,185.0,4.0,0.0,0.0,Management,Low,No,No
0.888935903351225,0.0922218786707651,3.0,252.0,6.0,0.0,1.0,Management,Low,No,Yes
0.5359227626387351,0.1707353565371318,2.0,168.0,4.0,0.0,0.0,Management,Medium,No,No
0.1505483184391292,0.469961645087864,3.0,94.0,8.0,1.0,1.0,Technical,High,Yes,Yes
0.7195045915489118,0.2384438047267162,4.0,149.0,9.0,1.0,0.0,HR,High,No,No
0.8052114854188702,0.6100504113728221,6.0,209.0,1.0,0.0,0.0,Management,Low,No,Yes
0.6257798495472736,0.7329258688128208,6.0,135.0,4.0,1.0,1.0,Management,Medium,No,No
0.7576012621848062,0.7863066174973816,5.0,267.0,4.0,1.0,1.0,Support,Medium,Yes,No
0.5604055999467853,0.2535921583991078,6.0,265.0,2.0,0.0,0.0,HR,Low,No,Yes
0.5455156584344613,0.2494654804638394,2.0,223.0,6.0,0.0,0.0,Sales,Low,No,No
0.4720176572844076,0.163716806406781,6.0,306.0,3.0,1.0,0.0,HR,Medium,No,No
0.0848961963790345,0.6701663321422862,5.0,145.0,7.0,1.0,0.0,HR,Low,No,No
0.2103004935572728,0.7204997542562437,4.0,199.0,5.0,1.0,0.0,HR,Low,No,Yes
0.1626205423274944,0.1252441910487289,4.0,276.0,4.0,0.0,1.0,Management,Low,No,No
0.3527691175906471,0.0986354858269702,3.0,288.0,8.0,0.0,1.0,Technical,Low,No,No
0.5586145879686177,0.5684891417549064,4.0,193.0,3.0,1.0,1.0,Sales,High,Yes,Yes
0.8728229128217613,0.7001971190550282,6.0,166.0,7.0,1.0,0.0,Support,Medium,Yes,No
0.360930274803508,0.8012686852881991,5.0,235.0,6.0,0.0,0.0,HR,Medium,Yes,No
0.4705726878951788,0.7544771731420097,6.0,91.0,1.0,1.0,1.0,Sales,Low,Yes,Yes
0.3159744681964639,0.4362558693201189,5.0,164.0,7.0,1.0,1.0,Technical,Low,No,No
0.3433840881544345,0.1650588422060404,2.0,214.0,9.0,1.0,0.0,HR,Low,No,No
0.2636723266745914,0.9129783310304844,5.0,127.0,6.0,1.0,0.0,Support,Low,Yes,No
0.9891074444422828,0.5703611537588614,2.0,265.0,2.0,0.0,1.0,Technical,Low,Yes,No
0.8197134293135854,0.7847221782238208,3.0,116.0,5.0,0.0,1.0,Management,Low,Yes,No
0.7052244684166323,0.5456242266966737,5.0,109.0,4.0,0.0,1.0,Sales,Low,Yes,No
0.9076805865093572,0.6804304281851776,2.0,229.0,7.0,0.0,1.0,HR,Low,No,No
0.8104191003292083,0.5685866128913563,4.0,132.0,8.0,0.0,0.0,Management,High,No,No
0.3030053216965122,0.7504992438314043,4.0,278.0,1.0,1.0,0.0,Technical,Low,Yes,No
0.9305778690421408,0.1878091142188421,3.0,120.0,5.0,0.0,0.0,Support,Medium,No,No
0.5256401532091812,0.146457820412444,5.0,180.0,3.0,0.0,0.0,Sales,Low,No,No
0.8510483578900068,0.3053184705385943,5.0,150.0,1.0,0.0,1.0,HR,Low,No,Yes
0.9484156709515936,0.2299310576190197,5.0,291.0,3.0,0.0,0.0,Management,High,No,Yes
0.3549773179503921,0.8819470635435259,3.0,284.0,6.0,0.0,0.0,Management,Low,No,No
0.160589814907251,0.265419667100587,5.0,198.0,7.0,1.0,0.0,Sales,Low,No,Yes
0.3162387861698407,1.022426836996228,4.0,180.0,8.0,0.0,1.0,Support,Medium,No,No
0.5273590086660045,0.3817873235081259,2.0,252.0,4.0,0.0,1.0,Technical,Low,Yes,No
0.8073611670345786,0.2361447185573953,4.0,184.0,3.0,0.0,1.0,Support,Medium,No,Yes
0.8226637524736121,0.7986623638859904,4.0,232.0,5.0,1.0,0.0,Support,Low,No,No
0.0963965743767347,0.717274770454758,2.0,233.0,9.0,1.0,1.0,Support,Low,No,No
0.542215742917077,0.5419447781650125,4.0,102.0,6.0,0.0,0.0,Sales,Low,No,No
0.4298658330275759,0.6349262636716922,3.0,202.0,9.0,0.0,0.0,Sales,Low,No,No
0.2824747754518447,0.7401099210799688,2.0,124.0,6.0,1.0,0.0,Technical,Medium,Yes,No
0.2204642082676603,0.2673751799339556,4.0,292.0,2.0,1.0,1.0,Support,Medium,No,No
0.455687786793003,0.9749512951870166,6.0,276.0,5.0,1.0,1.0,Sales,Low,No,No
0.9668481104958104,0.9594168227837894,4.0,238.0,9.0,0.0,0.0,Technical,Low,No,No
0.4141848329581058,0.7094574281274325,3.0,271.0,8.0,0.0,0.0,Technical,Medium,No,Yes
0.5373506027771552,0.2662509169175172,5.0,292.0,7.0,1.0,1.0,Support,Low,No,Yes
0.7271661839161837,0.6745843199232917,4.0,247.0,1.0,0.0,1.0,HR,Low,Yes,No
0.4233929225620584,0.1165729001215901,5.0,137.0,4.0,1.0,1.0,Support,Low,No,No
0.9797787963904728,0.0750527740251495,6.0,124.0,7.0,1.0,0.0,HR,Low,No,No
0.9879029701660664,0.409608811866588,4.0,175.0,7.0,1.0,0.0,Technical,Medium,No,No
0.3585859873084847,0.4975190296224512,2.0,255.0,6.0,0.0,0.0,Sales,High,Yes,No
0.5509572766491663,0.8932819881938647,5.0,248.0,8.0,1.0,1.0,Management,Low,No,No
0.3543108206080683,0.7137980639527123,6.0,295.0,6.0,1.0,1.0,Technical,Low,No,No
0.3967221416489143,0.8068292099046137,2.0,241.0,3.0,0.0,1.0,Sales,Low,No,Yes
0.1517540338288098,0.4542765416190804,2.0,203.0,4.0,1.0,0.0,Technical,Low,No,No
0.6685442582468976,0.4661221210636291,2.0,266.0,3.0,0.0,0.0,Support,Low,No,No
0.5488167769305496,0.4891582147142254,2.0,189.0,1.0,1.0,1.0,HR,Medium,Yes,No
0.1864876414915133,0.9565373787729258,4.0,249.0,5.0,0.0,0.0,Technical,Low,Yes,No
0.3122881234301707,0.1771711781913355,4.0,272.0,1.0,1.0,1.0,Sales,Low,No,No
0.9467898563570728,0.9363220734460884,4.0,296.0,1.0,1.0,0.0,Support,Low,No,No
0.3466393714696751,0.5719197828049423,6.0,275.0,2.0,1.0,1.0,Management,Low,Yes,No
0.2029770815968381,0.4453859072269089,6.0,188.0,4.0,1.0,0.0,Support,Low,Yes,No
0.5195837995900845,0.6872162493843276,6.0,92.0,6.0,1.0,0.0,HR,Medium,Yes,No
0.9514526690911748,0.5118088625381296,3.0,297.0,8.0,0.0,1.0,Support,Low,No,No
0.33531152547865,0.8598335065850226,6.0,286.0,3.0,0.0,1.0,Management,Medium,Yes,No
0.6225523850676046,0.8999802731503947,4.0,174.0,1.0,1.0,1.0,Sales,Low,No,No
0.7966963543856405,0.4416997131453138,4.0,214.0,3.0,1.0,1.0,Technical,Low,No,Yes
0.2870854539261958,0.3707520100999565,3.0,227.0,3.0,1.0,1.0,HR,Low,Yes,No
0.7304707974258567,0.6309142076244081,3.0,172.0,5.0,0.0,0.0,Management,Low,No,No
0.3736565352720357,0.9327316744424564,6.0,114.0,4.0,0.0,1.0,HR,Low,Yes,No
0.643413044027617,0.3208876469792645,5.0,157.0,4.0,1.0,1.0,Support,Low,No,No
0.7128942750955176,0.6678926101960506,3.0,150.0,9.0,0.0,1.0,HR,Medium,Yes,No
0.1925942376285311,0.7353597587479233,4.0,216.0,4.0,1.0,1.0,Technical,Low,No,No
0.8172735588972795,0.2469254423556837,2.0,108.0,3.0,1.0,1.0,Technical,Low,Yes,No
0.4207777819447257,0.748113565778438,4.0,260.0,6.0,0.0,1.0,HR,Low,Yes,Yes
0.2881513945733319,0.9265633095945476,4.0,283.0,3.0,1.0,0.0,Sales,Low,No,No
0.1331675757070525,0.2418428176041233,3.0,163.0,6.0,1.0,0.0,HR,Low,Yes,Yes
0.6369523793592105,0.3190067145035267,3.0,150.0,9.0,1.0,1.0,Support,Medium,No,Yes
0.0799693890473178,0.269300267243123,4.0,242.0,4.0,0.0,1.0,Technical,Low,No,Yes
0.5355969565723708,0.8620563241676817,2.0,109.0,5.0,0.0,0.0,Technical,Low,No,No
0.3275374332987049,0.5614666215829891,5.0,137.0,6.0,1.0,1.0,Sales,Low,No,No
0.7264001523365973,0.280145451422196,2.0,300.0,3.0,0.0,0.0,Sales,Medium,No,No
0.2644053657964708,0.8814271262160185,6.0,176.0,8.0,1.0,1.0,Management,Low,No,No
0.7407786224804356,0.5210843266496846,2.0,241.0,4.0,0.0,1.0,HR,Low,Yes,No
0.4861353536334193,0.5622371083558996,6.0,228.0,8.0,1.0,0.0,HR,Medium,Yes,No
0.930259048876839,0.3773302524867102,6.0,199.0,3.0,0.0,1.0,Support,Low,No,Yes
0.2177041624432562,0.6076638894281663,6.0,272.0,7.0,1.0,1.0,Technical,Medium,No,No
0.4314302850463885,0.2880169463082446,5.0,117.0,9.0,0.0,1.0,Sales,Low,No,No
0.2655041937259276,0.4478767821220692,2.0,286.0,4.0,0.0,1.0,Support,Low,Yes,No
0.952475232902282,0.9454213640967932,2.0,280.0,8.0,0.0,0.0,Support,Medium,No,No
0.8991080262067161,0.3676271186427556,5.0,148.0,3.0,1.0,1.0,Sales,Low,Yes,No
0.3123894064460669,0.7364900646526306,4.0,222.0,7.0,0.0,0.0,HR,Low,Yes,No
0.6882604866452193,0.3546372989385987,3.0,140.0,3.0,0.0,0.0,Technical,Low,No,No
0.8606256168387457,0.784910687338847,2.0,238.0,7.0,0.0,0.0,HR,Low,Yes,Yes
0.6174211523376472,0.2096688877711418,3.0,101.0,6.0,0.0,0.0,Support,Medium,No,No
0.5620134804438889,0.9859962260350734,5.0,139.0,2.0,1.0,1.0,Technical,Medium,Yes,No
0.3592999636469997,0.5045889427646686,4.0,221.0,3.0,0.0,1.0,Management,High,No,No
0.2193339353051291,0.313672904251233,4.0,202.0,6.0,1.0,0.0,Support,Medium,No,Yes
0.9066713834545956,0.1656188920667256,4.0,259.0,4.0,1.0,1.0,HR,Low,Yes,No
0.9184067922457552,0.3159967412040225,5.0,301.0,6.0,1.0,0.0,HR,Low,Yes,No
0.6507769280709889,0.5872054494467543,6.0,255.0,1.0,1.0,1.0,HR,Low,No,Yes
0.3857394340575043,0.3911917453265006,6.0,242.0,1.0,0.0,1.0,Sales,Low,No,No
0.4204131465675658,0.8416644404476212,3.0,103.0,3.0,1.0,1.0,Support,Low,No,No
0.7265849177424989,0.5041942747092729,6.0,292.0,8.0,1.0,0.0,Technical,High,Yes,No
0.9294544237027382,0.291345465837981,6.0,121.0,8.0,1.0,0.0,HR,Low,No,No
0.888088216886556,0.6681039281845388,4.0,228.0,4.0,1.0,1.0,HR,Low,No,No
0.8315049290247173,0.7447783045219919,4.0,278.0,6.0,0.0,0.0,Sales,Low,No,Yes
0.6774316642221245,0.2240614281974197,3.0,235.0,8.0,0.0,0.0,Technical,Medium,No,No
0.1222980051688791,0.1805626556943294,2.0,244.0,7.0,1.0,1.0,Support,Medium,Yes,Yes
0.2388354785412495,0.0778910890105005,3.0,144.0,7.0,1.0,0.0,Management,Medium,Yes,No
0.9132061691863196,0.7531144886365735,3.0,271.0,4.0,1.0,1.0,Sales,Low,No,Yes
0.5979875531231709,0.7272105691434622,5.0,299.0,9.0,0.0,1.0,Support,Medium,No,No
0.060772338271456,0.516523602889296,5.0,209.0,6.0,0.0,1.0,Management,Low,Yes,No
0.1843724164131659,0.8859800613034833,3.0,304.0,3.0,0.0,0.0,HR,Medium,No,No
0.7301376685699752,0.8189998642530397,3.0,164.0,5.0,0.0,1.0,HR,Low,Yes,Yes
0.1189417097113579,0.5984666545002636,3.0,110.0,5.0,0.0,1.0,Technical,Low,Yes,No
0.2395667051736143,0.8416495015060805,6.0,261.0,5.0,1.0,0.0,Management,Low,Yes,Yes
0.5644206871458864,0.262202738350963,5.0,222.0,8.0,0.0,0.0,HR,Medium,Yes,Yes
0.6929603706920917,0.2042221126654923,3.0,176.0,9.0,0.0,0.0,HR,Low,No,No
0.7094735366513834,0.3386318968880855,4.0,258.0,9.0,1.0,0.0,Technical,Medium,No,No
0.3059455865647285,0.1425549231417487,4.0,148.0,6.0,0.0,1.0,Support,Low,Yes,No
0.7656321867225141,0.5738032583882408,6.0,178.0,6.0,0.0,0.0,HR,Low,Yes,No
0.3461200105706157,0.973151226664974,6.0,271.0,9.0,0.0,0.0,Sales,Low,No,No
0.3763789628406038,0.1963872611969802,2.0,291.0,4.0,1.0,0.0,Sales,Low,Yes,No
0.7832035708386703,0.1878652965167478,2.0,239.0,6.0,0.0,0.0,Support,Low,No,No
0.6971643713084336,0.5043566887068714,2.0,172.0,4.0,1.0,1.0,Management,Low,Yes,Yes
0.8390776630223258,0.9033591395519984,6.0,154.0,1.0,1.0,0.0,Technical,Medium,No,No
0.670649852576832,0.3795637249429079,6.0,153.0,7.0,0.0,1.0,Sales,Low,Yes,No
0.6316826101593875,0.5505527492358356,6.0,160.0,6.0,0.0,0.0,Sales,High,Yes,No
0.1800520185427231,0.1464399908757122,4.0,93.0,9.0,0.0,1.0,Support,Low,Yes,Yes
0.403813533276888,0.2563490945749975,6.0,282.0,7.0,0.0,1.0,Management,Medium,Yes,No
0.3154260940479908,0.9537095903962092,4.0,232.0,7.0,1.0,0.0,Management,Low,No,No
0.2814850567331349,0.9636234167867472,2.0,193.0,2.0,0.0,1.0,Support,Low,No,Yes
0.9692523563571492,0.0916904751463705,2.0,293.0,9.0,1.0,0.0,Sales,Low,Yes,No
0.41913277854282,0.9647635106085668,2.0,239.0,9.0,1.0,1.0,Technical,Low,Yes,No
0.9030667229681464,0.7220129330539906,3.0,303.0,6.0,1.0,1.0,Sales,Medium,No,No
0.7384363104097434,0.8604852765905222,3.0,264.0,3.0,1.0,1.0,Management,Low,No,Yes
0.8338105523139928,0.5282756507480934,5.0,298.0,1.0,1.0,0.0,Sales,Low,No,No
0.5820132712128325,0.6101659310844822,5.0,182.0,4.0,0.0,1.0,Technical,Medium,No,No
0.6320191355959155,0.5146215261599396,5.0,263.0,3.0,1.0,0.0,HR,Low,No,No
0.4905207441819468,0.7044173920106651,3.0,231.0,1.0,1.0,1.0,Sales,Medium,No,Yes
0.2837965591564507,0.2341561204341251,3.0,267.0,3.0,0.0,1.0,Support,Low,No,Yes
0.7295202043874285,0.0911134726407116,5.0,237.0,4.0,0.0,1.0,HR,Medium,No,No
0.3252660228946009,0.3973749739478736,5.0,267.0,8.0,1.0,1.0,Support,Low,Yes,Yes
0.113204576526583,0.7636813547577623,6.0,201.0,9.0,1.0,1.0,Support,Low,Yes,No
0.6989311235700222,0.2599598551374251,5.0,250.0,3.0,0.0,1.0,Support,Low,Yes,No
0.2508439015457395,0.7013107773878855,6.0,208.0,6.0,1.0,0.0,Sales,High,No,No
0.965496553752254,0.2115597494697851,3.0,132.0,6.0,0.0,0.0,HR,Low,No,Yes
0.9295199498078404,0.7359608554226592,5.0,296.0,4.0,1.0,1.0,Technical,Medium,Yes,Yes
0.1485773455335385,0.8547285637085748,3.0,129.0,7.0,1.0,1.0,Sales,Medium,No,No
0.9189719770485733,0.248067380726268,3.0,207.0,9.0,1.0,0.0,Support,High,Yes,No
0.4706708966424358,0.7587600036160409,4.0,109.0,7.0,1.0,0.0,Technical,Low,No,Yes
0.9604535693301774,0.8478350841216815,2.0,255.0,6.0,0.0,1.0,HR,Low,No,No
0.985070943072013,0.9545532145115598,5.0,220.0,1.0,1.0,1.0,Management,Medium,No,No
0.8891158801953458,0.7145573281825107,2.0,245.0,2.0,0.0,0.0,Management,Medium,No,No
0.3531912856903965,0.5911805685173924,2.0,273.0,1.0,1.0,0.0,Technical,Low,No,Yes
0.4769057149271492,0.6488065210412345,2.0,179.0,9.0,1.0,0.0,Sales,Low,No,Yes
0.8405897428826937,0.8759297974353091,3.0,183.0,9.0,0.0,0.0,HR,Medium,No,Yes
0.4113860385458215,0.6452310210891264,6.0,102.0,7.0,1.0,1.0,Technical,Low,No,No
0.2607301804865786,0.1649068981906563,3.0,294.0,2.0,1.0,0.0,Support,Low,Yes,No
0.6005219290400426,0.908671503009554,3.0,155.0,6.0,0.0,1.0,HR,Low,No,No
0.9541937162919591,0.6616144494664478,2.0,126.0,4.0,0.0,1.0,Management,Low,Yes,No
0.7264283932180828,0.7097839488709604,3.0,266.0,1.0,0.0,0.0,Technical,Medium,Yes,No
0.6176569611683261,0.3094012423998845,2.0,155.0,1.0,1.0,1.0,Management,Low,No,No
0.262182205096276,0.6994523213917618,6.0,125.0,5.0,0.0,0.0,Management,Medium,No,Yes
0.6768296983015747,0.4316379081429271,5.0,271.0,2.0,0.0,1.0,Management,Low,No,No
0.973735187029114,0.745917942795641,2.0,115.0,4.0,1.0,1.0,Sales,Low,Yes,No
0.2208423534200338,0.1679418430921214,6.0,164.0,1.0,0.0,0.0,Management,Medium,Yes,No
0.6062461674345312,0.6490864491147235,5.0,289.0,4.0,1.0,1.0,Support,Low,Yes,No
0.878155866056782,1.0346346116027605,4.0,197.0,6.0,1.0,1.0,Support,Low,Yes,No
0.8210232201349452,0.1273910196251716,2.0,257.0,4.0,0.0,0.0,HR,Low,No,Yes
0.7529611498624079,1.0309570378955288,2.0,132.0,1.0,1.0,1.0,Management,Low,Yes,Yes
0.6893192258667444,0.4625132840579524,4.0,239.0,7.0,0.0,1.0,Management,Low,No,Yes
0.446050003372291,0.8683567424630738,4.0,237.0,2.0,0.0,0.0,Technical,Medium,Yes,No
0.2953095253070795,0.8148990021410598,2.0,97.0,9.0,0.0,0.0,Sales,Medium,No,Yes
0.8195480913246973,0.6356500234675763,4.0,118.0,3.0,0.0,1.0,HR,Medium,Yes,No
0.8556557356799462,0.8248166034973486,3.0,129.0,8.0,1.0,1.0,Management,Low,Yes,No
0.8240126048204902,0.9158602138814416,5.0,307.0,8.0,1.0,1.0,Technical,Low,Yes,No
0.9808845055184824,0.4921323395011728,5.0,247.0,3.0,0.0,0.0,Sales,Low,No,No
0.5890528317666857,0.3726316210064726,5.0,298.0,4.0,0.0,1.0,HR,Low,No,No
0.5206339270698833,0.7287665462254128,3.0,217.0,2.0,1.0,1.0,HR,Low,No,Yes
0.8656003702235018,0.8487679316112046,4.0,173.0,4.0,0.0,1.0,Management,Low,No,Yes
0.6997726025421455,0.7787326348451913,4.0,272.0,2.0,0.0,1.0,Technical,Low,No,No
0.777546567714375,0.462912130186956,2.0,233.0,3.0,1.0,1.0,HR,Low,No,No
0.8407514438794407,0.8245023467478518,5.0,263.0,4.0,1.0,0.0,Support,Medium,Yes,No
0.3900050264410247,0.2041682158803024,4.0,151.0,5.0,1.0,0.0,Technical,Low,Yes,No
0.4457345224874405,0.6123766182695437,6.0,96.0,1.0,0.0,1.0,Sales,Medium,Yes,No
0.1848387887884058,0.138407029495758,2.0,297.0,7.0,0.0,1.0,Sales,Medium,Yes,No
0.6239113505310526,0.4424645117408717,3.0,134.0,7.0,0.0,0.0,Management,High,No,No
0.1315774106020719,0.4427935031103984,3.0,276.0,9.0,0.0,0.0,Management,Low,Yes,No
0.4845564063832721,0.4164069982089566,6.0,273.0,4.0,0.0,0.0,Support,Medium,Yes,No
0.5749254472719518,0.702973263356086,2.0,265.0,6.0,1.0,1.0,Sales,Low,Yes,No
0.2774727277531831,0.4431248702934355,5.0,244.0,2.0,1.0,1.0,Sales,Medium,No,Yes
0.6623867232431945,0.5321213810262556,4.0,270.0,4.0,1.0,1.0,Sales,Low,No,No
0.1328382971500768,0.3286498054972602,2.0,304.0,2.0,1.0,1.0,Sales,Low,Yes,No
0.1320496805075063,0.4172281975395557,3.0,177.0,5.0,1.0,0.0,HR,Low,Yes,No
